0.0,1060.0,3086.0,1702.0,1048.0,1979.0,1998.0,2510.0,2580.0,3554.0,2800.0,3120.0,
0.0,0.0,2098.0,1117.0,625.0,906.0,1066.0,1480.0,1540.0,2560.0,1890.0,2100.0,
0.0,0.0,0.0,3270.0,2450.0,2114.0,2770.0,2310.0,2060.0,1610.0,3290.0,2520.0,
0.0,0.0,0.0,0.0,830.0,1225.0,688.0,1445.0,1660.0,2900.0,1215.0,1960.0,
0.0,0.0,0.0,0.0,0.0,430.0,465.0,880.0,1005.0,2180.0,1295.0,1510.0,
0.0,0.0,0.0,0.0,0.0,0.0,655.0,580.0,620.0,1755.0,1720.0,1210.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.0,990.0,2230.0,840.0,1300.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,1490.0,980.0,635.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,1280.0,645.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2370.0,1270.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
